id,category,type,question,options,answer,explanation,analysis,score,codeId,remarks,Description
358,配电安规,判断题,依据配电安规，停电作业时，工作负责人在确保监护工作不受影响的条件下，可以参加工作班工作。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规5.5.3,依据配电安规，停电作业时，工作负责人在确保监护工作不受影响，且班组人员确无触电等危险的条件下，可以参加工作班工作。,0.5,,,
359,配电安规,多选题,依据配电安规，工作票签发人或工作负责人对（    ）的工作，应增设专责监护人，并确定其监护的人员和工作范围。,"{""A"": ""有触电危险"", ""B"": ""很大量"", ""C"": ""检修（施工）施工复杂容易发生事故"", ""D"": ""涂写杆号""}",AC,配电安规5.5.4,,2,,,
360,配电安规,判断题,依据配电安规，工作许可人或工作负责人对有触电危险、检修（施工）复杂容易发生事故的工作，应增设专责监护人，并确定其监护的人员和工作范围。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规5.5.4,依据配电安规，工作票签发人或工作负责人对有触电危险、检修（施工）复杂容易发生事故的工作，应增设专责监护人，并确定其监护的人员和工作范围。,0.5,,,
361,配电安规,多选题,依据配电安规，（    ）对有触电危险、检修（施工）复杂容易发生事故的工作，应增设专责监护人，并确定其监护的人员和范围。,"{""A"": ""工作票签发人"", ""B"": ""工作许可人"", ""C"": ""工区领导"", ""D"": ""工作负责人""}",AD,配电安规5.5.4,,2,,,
362,配电安规,判断题,依据配电安规，专责监护人在确保监护工作不受影响的条件下可以兼做其他工作。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规5.5.5,依据配电安规，专责监护人不应兼做其他工作。,0.5,,,
363,配电安规,单选题,依据配电安规，专责监护人临时离开时，应通知（    ）停止工作或离开工作现场；专责监护人回来前，不应恢复工作。,"{""A"": ""工作班成员"", ""B"": ""作业人员"", ""C"": ""小组负责人"", ""D"": ""被监护人员""}",D,配电安规5.5.5,,1,,,
364,配电安规,单选题,依据配电安规，专责监护人需长时间离开工作现场时，应由（    ）变更专责监护人，履行变更手续，并告知全体被监护人员。,"{""A"": ""工作票签发人"", ""B"": ""工作许可人"", ""C"": ""工作负责人"", ""D"": ""工作票签发人与工作负责人""}",C,配电安规5.5.5,,1,,,
365,配电安规,判断题,依据配电安规，工作期间，专责监护人若需暂时离开工作现场，应指定能胜任的人员临时代替，离开前应将工作现场交待清楚，并告知全体工作班成员。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规5.5.6,依据配电安规，工作期间，工作负责人若需暂时离开工作现场，应指定能胜任的人员临时代替，离开前应将工作现场交待清楚，并告知全体工作班成员。,0.5,,,
366,配电安规,单选题,依据配电安规，工作期间，工作负责人若需暂时离开工作现场，应指定能胜任的人员临时代替，离开前应将工作现场交待清楚，并告知（    ）。,"{""A"": ""被监护人员"", ""B"": ""部分工作班成员"", ""C"": ""全体工作班成员"", ""D"": ""专责监护人""}",C,配电安规5.5.6,,1,,,
367,配电安规,简答题,依据配电安规，工作期间，工作负责人若需暂时离开工作现场，需履行哪些手续？,{},工作期间，工作负责人若需暂时离开工作现场，应指定能胜任的人员临时代替，离开前应将工作现场交待清楚，并告知全体工作班成员。原工作负责人返回工作现场时，也应履行同样的交接手续。,配电安规5.5.6,,\,,,
368,配电安规,单选题,依据配电安规，工作负责人若需长时间离开工作现场，应由（    ）变更工作负责人，履行变更手续，并告知全体工作班成员及所有工作许可人。原、现工作负责人应履行必要的交接手续，并在工作票上签名确认。,"{""A"": ""现工作票签发人"", ""B"": ""原工作票签发人"", ""C"": ""工作许可人"", ""D"": ""工作票签发人""}",B,配电安规5.5.7,,1,,,
369,配电安规,单选题,依据配电安规，工作班成员的变更，应经（    ）的同意，并在工作票上做好变更记录。,"{""A"": ""工作票签发人"", ""B"": ""工作许可人"", ""C"": ""工作负责人"", ""D"": ""专责监护人""}",C,配电安规5.5.8,,1,,,
370,配电安规,多选题,依据配电安规，中途新加入的工作班成员，应由（    ）对其进行安全交底并履行确认手续。中途新加入的工作班成员，应由工作负责人、专责监护人对其进行安全交底并履行确认手续。,"{""A"": ""工作票签发人"", ""B"": ""工作许可人"", ""C"": ""工作负责人"", ""D"": ""专责监护人""}",CD,配电安规5.5.8,,2,,,
371,配电安规,简答题,依据配电安规，工作班成员的变更，需履行哪些手续？,{},工作班成员的变更，应经工作负责人的同意，并在工作票上做好变更记录；,配电安规5.5.8,,\,,,
372,配电安规,多选题,依据配电安规，工作中，遇（    ）等情况威胁到工作人员的安全时，工作负责人或专责监护人应下令停止工作。,"{""A"": ""雷"", ""B"": ""雾霾"", ""C"": ""雨"", ""D"": ""闷热天气"", ""E"": ""大风""}",ACE,配电安规5.6.1,,2,,,
373,配电安规,多选题,依据配电安规，工作间断，若工作班离开工作地点，应采取措施或派人看守，不让人、畜接近（    ）等。,"{""A"": ""挖好的基坑"", ""B"": ""未竖立稳固的杆塔"", ""C"": ""负载的起重和牵引机械装置"", ""D"": ""工作地点""}",ABC,配电安规5.6.2,,2,,,
374,配电安规,判断题,依据配电安规，工作间断，工作班离开工作地点，若接地线保留不变，恢复工作前应重新验电、装设接地线。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规5.6.3,依据配电安规，工作间断，工作班离开工作地点，若接地线保留不变，恢复工作前应检查确认接地线完好；若接地线拆除，恢复工作前应重新验电、装设接地线。,0.5,,,
375,配电安规,判断题,依据配电安规，工作间断，工作班离开工作地点，若接地线拆除，恢复工作前应重新验电、装设接地线。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规5.6.3,,0.5,,,
376,配电安规,单选题,依据配电安规，使用同一张工作票依次在（    ）转移工作时，若工作票所列的安全措施在开工前一次做完，则在工作地点转移时不需要再分别履行许可手续。,"{""A"": ""同一工作地点"", ""B"": ""不同工作地点"", ""C"": ""邻近工作地点"", ""D"": ""同一平面""}",B,配电安规5.6.4,,1,,,
377,配电安规,多选题,依据配电安规，使用同一张工作票依次在不同工作地点转移工作时，若工作票所列的停电、接地等安全措施随工作地点转移，则每次转移均应分别履行工作许可、终结手续，依次记录在工作票上，并填写使用的接地线（    ）等随工作地点转移情况。,"{""A"": ""型号"", ""B"": ""编号"", ""C"": ""装拆时间"", ""D"": ""位置""}",BCD,配电安规5.6.4,,2,,,
378,配电安规,多选题,依据配电安规，工作负责人在转移工作地点时，应逐一向工作人员交待（    ），告知危险点。,"{""A"": ""带电部位"", ""B"": ""现场安全措施"", ""C"": ""停电时间"", ""D"": ""其他注意事项""}",ABD,配电安规5.6.4,,2,,,
379,配电安规,单选题,依据配电安规，一条配电线路分区段工作，若填用一张工作票，经（    ）同意，在线路检修状态下，由工作班自行装设的接地线等安全措施可分段执行。,"{""A"": ""工作票签发人"", ""B"": ""工作许可人"", ""C"": ""工作负责人"", ""D"": ""专责监护人""}",A,配电安规5.6.5,,1,,,
380,配电安规,多选题,依据配电安规，一条配电线路分区段工作，若填用一张工作票，工作票上应填写使用的接地线（    ）等随工作区段转移情况。,"{""A"": ""编号"", ""B"": ""装拆时间"", ""C"": ""位置"", ""D"": ""装设人""}",ABC,配电安规5.6.5,,2,,,
381,配电安规,单选题,依据配电安规，工作完工后，应清扫整理现场，工作负责人（包括小组负责人）应检查（    ）的状况。,"{""A"": ""停电地段"", ""B"": ""检修地段"", ""C"": ""工作地段"", ""D"": ""杆塔上""}",C,配电安规5.7.1,,1,,,
382,配电安规,多选题,依据配电安规，工作完工后，应清扫整理现场，工作负责人（包括小组负责人）应（    ）。,"{""A"": ""检查工作地段的状况"", ""B"": ""确认检修（施工）的配电设备和配电线路的杆塔、导线、绝缘子及其他辅助设备上没有遗留个人保安线和其他工具、材料"", ""C"": ""查明全部工作人员确由线路、设备上撤离"", ""D"": ""命令拆除由工作班自行装设的接地线等安全措施""}",ABCD,配电安规5.7.1,,2,,,
383,配电安规,单选题,依据配电安规，接地线拆除后，应即认为线路、设备带电，（    ）不应再登杆工作或在设备上工作。,"{""A"": ""工作班成员"", ""B"": ""任何人"", ""C"": ""运行人员"", ""D"": ""作业人员""}",B,配电安规5.7.1,,1,,,
384,配电安规,简答题,依据配电安规，工作完工后，工作负责人办理工作终结手续前，应开展哪些工作？,{},工作完工后，应清扫整理现场，工作负责人（包括小组负责人）应检查工作地段的状况，确认检修（施工）的配电设备和配电线路的杆塔、导线、绝缘子及其他辅助设备上没有遗留个人保安线和其他工具、材料，查明全部工作人员确由线路、设备上撤离后，再命令拆除由工作班自行装设的接地线等安全措施。接地线拆除后，应即认为线路、设备带电，任何人不应再登杆工作或在设备上工作。,配电安规5.7.1,,\,,,
385,配电安规,单选题,依据配电安规，工作地段所有由工作班自行装设的接地线拆除后，工作负责人应及时向相关工作许可人（含配合停电线路、设备许可人）报告（    ）。,"{""A"": ""工作票结束"", ""B"": ""工作票终结"", ""C"": ""工作结束"", ""D"": ""工作终结""}",D,配电安规5.7.2,,1,,,
386,配电安规,判断题,依据配电安规，多小组工作，工作负责人在与工作许可人办理工作终结手续前，应得到主要小组负责人工作结束的汇报。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规5.7.3,依据配电安规，多小组工作，工作负责人在与工作许可人办理工作终结手续前，应得到所有小组负责人工作结束的汇报。,0.5,,,
387,配电安规,多选题,依据配电安规，工作终结报告应按（    ）方式进行。,"{""A"": ""当面报告"", ""B"": ""派人送达"", ""C"": ""口头通知"", ""D"": ""电话或电子信息报告，并经复诵或电子信息回复无误。""}",AD,配电安规5.7.4,,2,,,
388,配电安规,单选题,依据配电安规，（    ）报告应简明扼要，主要包括下列内容：工作负责人姓名，某线路（设备）上某处（说明起止杆塔号、分支线名称、位置称号、设备双重名称等）工作已经完工，所修项目、试验结果、设备改动情况和存在问题等，工作班自行装设的接地线已全部拆除，线路（设备）上已无本班组工作人员和遗留物。,"{""A"": ""工作间断"", ""B"": ""工作许可"", ""C"": ""工作终结"", ""D"": ""工作转移""}",C,配电安规5.7.5,,1,,,
389,配电安规,多选题,依据配电安规，工作终结报告应简明扼要，主要包括下列内容：工作负责人姓名，某线路（设备）上某处（说明起止杆塔号、分支线名称、位置称号、设备双重名称等）工作已经完工，（    ）。,"{""A"": ""所修项目、试验结果、设备改动情况和存在问题等"", ""B"": ""工作班自行装设的接地线已全部拆除"", ""C"": ""带电部位"", ""D"": ""线路（设备）上已无本班组工作人员和遗留物""}",ABD,配电安规5.7.5,,2,,,
390,配电安规,简答题,依据配电安规，工作终结报告主要包括哪些内容？,{},工作终结报告主要包括下列内容：工作负责人姓名，某线路（设备）上某处（说明起止杆塔号、分支线名称、位置称号、设备双重名称等）工作已经完工，所修项目、试验结果、设备改动情况和存在问题等，工作班自行装设的接地线已全部拆除，线路（设备）上已无本班组工作人员和遗留物。,配电安规5.7.5,,\,,,
391,配电安规,单选题,依据配电安规，工作许可人下令拆除各侧安全措施前，应接到所有工作负责人（包括用户）的终结报告，并确认所有工作已完毕，所有（    ）已撤离，所有接地线已拆除，与记录薄核对无误并做好记录。,"{""A"": ""工作许可人"", ""B"": ""小组负责人"", ""C"": ""工作票签发人"", ""D"": ""工作人员""}",D,配电安规5.7.6,,1,,,
392,配电安规,判断题,依据配电安规，工作许可人下令拆除各侧安全措施前，应接到所有工作票签发人（包括用户）的终结报告，并确认所有工作已完毕，所有工作人员已撤离，所有接地线已拆除，与记录薄核对无误并做好记录。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规5.7.6,依据配电安规，工作许可人下令拆除各侧安全措施前，应接到所有工作负责人（包括用户）的终结报告，并确认所有工作已完毕，所有工作人员已撤离，所有接地线已拆除，与记录薄核对无误并做好记录。,0.5,,,
393,配电安规,单选题,依据配电安规，（    ）下令拆除各侧安全措施前，应接到所有工作负责人（包括用户）的终结报告，并确认所有工作已完毕，所有工作人员已撤离，所有接地线已拆除，与记录薄核对无误并做好记录。,"{""A"": ""值班调控人员"", ""B"": ""工作票签发人"", ""C"": ""工作许可人"", ""D"": ""变电站值班负责人""}",C,配电安规5.7.6,,1,,,
394,配电安规,多选题,依据配电安规，在配电线路和设备上停电工作的安全技术措施有（    ）。,"{""A"": ""停电"", ""B"": ""验电"", ""C"": ""接地"", ""D"": ""悬挂标示牌和装设遮栏（围栏）""}",ABCD,配电安规6.1,,2,,,
395,配电安规,简答题,依据配电安规，工作地点应停电的线路和设备有哪些？,{},"（1）检修的配电线路或设备。
（2）与工作人员在工作中正常活动范围的距离小于表2（高压线路和设备不停电时的安全距离）规定的线路或设备。
（3）危及线路停电作业安全，且不能采取相应安全措施的交叉跨越、平行或同杆（塔）架设线路。
（4）有可能从低压侧向高压侧反送电的设备。
（5）工作地段内有可能反送电的各分支线（包括用户）。
（6）其他需要停电的线路或设备。",配电安规6.2.1,,\,,,
396,配电安规,单选题,依据配电安规，作业人员与带电设备之间采取了绝缘隔离或安全遮拦措施，工作人员在工作中正常活动范围与10kV高压线路、设备带电部分的安全距离小于（    ）m应停电。,"{""A"": ""0.35"", ""B"": ""0.6"", ""C"": ""0.7"", ""D"": ""1.0""}",A,配电安规6.2.1.2,,1,,,
397,配电安规,多选题,依据配电安规，工作地点应停电的线路和设备包括危及线路停电作业安全，且不能采取相应安全措施的（    ）线路。,"{""A"": ""交叉跨越"", ""B"": ""平行线路"", ""C"": ""同杆（塔）架设"", ""D"": ""通信线路""}",ABC,配电安规6.2.1.3,,2,,,
398,配电安规,判断题,依据配电安规，工作地点应停电的线路和设备包括有可能从高压侧向低压侧反送电的设备。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.2.1.4,依据配电安规，工作地点应停电的线路和设备包括有可能从低压侧向高压侧反送电的设备。,0.5,,,
399,配电安规,判断题,依据配电安规，工作地点应停电的线路和设备包括工作地段内有可能反送电的各分支线（包括用户）。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.2.1.5,,0.5,,,
400,配电安规,判断题,依据配电安规，检修线路、设备停电，应把工作地段内所有可能来电的负荷全部断开。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.2.2,依据配电安规，检修线路、设备停电，应把工作地段内所有可能来电的 电源全部断开(任何运行中星形接线设备的中性点，应视为带电 设备)。,0.5,,,
401,配电安规,单选题,依据配电安规，任何运行中星形接线设备的中性点，应视为（    ）设备。,"{""A"": ""大电流接地"", ""B"": ""不带电"", ""C"": ""带电"", ""D"": ""停电""}",C,配电安规6.2.2,,1,,,
402,配电安规,判断题,依据配电安规，检修线路、设备停电，应把工作地段内所有可能来电的电源全部断开（任何运行中星形接线设备的中性点，应视为带电设备）。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.2.2,,0.5,,,
403,配电安规,多选题,依据配电安规，停电时应拉开隔离开关（刀闸），手车开关应拉至（    ）位置，使停电的线路和设备各端都有明显断开点。,"{""A"": ""试验"", ""B"": ""合闸"", ""C"": ""工作"", ""D"": ""检修""}",AD,配电安规6.2.3,,2,,,
404,配电安规,判断题,依据配电安规，停电时应拉开隔离开关（刀闸），手车开关应拉至试验或检修位置，使停电的线路和设备两端都有明显断开点。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.2.3,依据配电安规，停电时应拉开隔离开关（刀闸），手车开关应拉至试验或检修位置，使停电的线路和设备各端 都有明显断开点。,0.5,,,
405,配电安规,单选题,依据配电安规，若无法观察到停电线路、设备的断开点，应有能够反映线路、设备运行状态的电气和机械等指示。无明显断开点也无电气、机械等指示时，应断开（    ）。,"{""A"": ""同级电源"", ""B"": ""下一级电源"", ""C"": ""上一级电源"", ""D"": ""断路器（开关）""}",C,配电安规6.2.3,,1,,,
406,配电安规,判断题,依据配电安规，若无法观察到停电线路、设备的断开点，应有能够反映线路、设备运行状态的电气和机械等指示。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.2.3,,0.5,,,
407,配电安规,单选题,依据配电安规，对难以做到与电源完全断开的检修线路、设备，可（    ）其与电源之间的电气连接。,"{""A"": ""断开"", ""B"": ""拆除"", ""C"": ""隔离"", ""D"": ""拉开""}",B,配电安规6.2.4,,1,,,
408,配电安规,判断题,依据配电安规，不应在只经断路器（开关）断开电源且未接地的高压配电线路或设备上工作。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.2.4,,0.5,,,
409,配电安规,判断题,依据配电安规，两台及以上配电变压器低压侧共用一个接地引下线时，其中任一台配电变压器停电检修，其他配电变压器也应停电。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.2.5,,0.5,,,
410,配电安规,判断题,依据配电安规，高压开关柜前后间隔没有可靠隔离的，工作时应同时停电。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.2.6,,0.5,,,
411,配电安规,单选题,依据配电安规，高压开关柜前后间隔没有可靠（    ）的，工作时应同时停电。,"{""A"": ""接地"", ""B"": ""隔离"", ""C"": ""连接"", ""D"": ""拆除""}",B,配电安规6.2.6,,1,,,
412,配电安规,单选题,依据配电安规，高压开关柜前后间隔没有可靠隔离的，工作时应（    ）。,"{""A"": ""同时停电"", ""B"": ""加强监护"", ""C"": ""装设围栏"", ""D"": ""加装绝缘挡板""}",A,配电安规6.2.6,,1,,,
413,配电安规,单选题,依据配电安规，电气设备（    ）在母线或引线上的，设备检修时应将母线或引线停电。,"{""A"": ""直接连接"", ""B"": ""间接连接"", ""C"": ""可靠连接"", ""D"": ""连接""}",A,配电安规6.2.6,,1,,,
414,配电安规,多选题,依据配电安规，低压配电线路和设备检修，应断开所有可能来电的电源（包括解开电源侧和用户侧连接线），对工作中有可能触碰的相邻低压带电线路和设备应采取（    ）措施。,"{""A"": ""停电"", ""B"": ""绝缘遮蔽"", ""C"": ""可靠"", ""D"": ""装设遮栏""}",AB,配电安规6.2.7,,2,,,
415,配电安规,单选题,依据配电安规，可直接在地面操作的断路器（开关）、隔离开关（刀闸）的操作机构应（    ）。,"{""A"": ""隔离"", ""B"": ""遮蔽"", ""C"": ""拆除"", ""D"": ""加锁""}",D,配电安规6.2.8,,1,,,
416,配电安规,判断题,依据配电安规，可直接在地面操作的断路器（开关）、隔离开关（刀闸）的操作机构应悬挂“禁止合闸，有人工作！”或“禁止合闸，线路有人工作！”的标示牌。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.2.8,依据配电安规，不能直接在地面操作的断路器（开关）、隔离开关（刀闸）应悬挂“禁止合闸，有人工作！”或“禁止合闸，线路有人工作！”的标示牌。,0.5,,,
417,配电安规,判断题,依据配电安规，不能直接在地面操作的断路器（开关）、隔离开关（刀闸）应加锁。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.2.8,依据配电安规，可直接在地面操作的断路器（开关）、隔离开关（刀闸）的操作机构应加锁。,0.5,,,
418,配电安规,多选题,依据配电安规，配电线路、设备停电时，熔断器的熔管应摘下或悬挂（    ）的标示牌。,"{""A"": ""“止步，高压危险！”"", ""B"": ""“禁止分闸！”"", ""C"": ""“禁止合闸，有人工作！”"", ""D"": ""“禁止合闸，线路有人工作！”""}",CD,配电安规6.2.8,,2,,,
419,配电安规,判断题,依据配电安规，配电线路和设备停电检修，接地前，应使用接触式验电器或测电笔。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.1,依据配电安规，配电线路和设备停电检修，接地前，应使用相应电压等级的接触式验电器或测电笔。,0.5,,,
420,配电安规,单选题,依据配电安规，配电线路和设备停电检修，接地前，应使用（    ）的接触式验电器或测电笔。,"{""A"": ""高一电压等级"", ""B"": ""相应电压等级"", ""C"": ""低一电压等级"", ""D"": ""不同电压等级""}",B,配电安规6.3.1,,1,,,
421,配电安规,单选题,依据配电安规，配电线路和设备停电检修，接地前，应使用相应电压等级的接触式验电器或测电笔，在装设接地线或合接地刀闸处（    ）。,"{""A"": ""两相验电"", ""B"": ""单相验电"", ""C"": ""逐相分别验电"", ""D"": ""三相验电""}",C,配电安规6.3.1,,1,,,
422,配电安规,判断题,依据配电安规，架空配电线路和高压配电设备验电应有人监护。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.3.1,,0.5,,,
423,配电安规,单选题,依据配电安规，高压验电前，验电器应先在高压有电设备上试验，验证验电器良好；无法在有电设备上试验时，可用（    ）高压发生器等确证验电器良好。,"{""A"": ""工频"", ""B"": ""高频"", ""C"": ""中频"", ""D"": ""低频""}",A,配电安规6.3.2,,1,,,
424,配电安规,判断题,依据配电安规，高压验电前，验电器应先在高压有电设备上试验，验证验电器良好；无法在有电设备上试验时，可用高频高压发生器等确证验电器良好。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.2,依据配电安规，高压验电前，验电器应先在高压有电设备上试验，验证验电器良好；无法在有电设备上试验时，可用工频高压发生器等确证验电器良好。,0.5,,,
425,配电安规,判断题,依据配电安规，低压验电前，验电器或测电笔应先在有电部位上试验，验证验电器或测电笔良好。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.3,依据配电安规，低压验电前，验电器或测电笔应先在低压有电部位上试验，验证验电器或测电笔良好。,0.5,,,
426,配电安规,判断题,依据配电安规，室内低压配电线路和设备验电宜使用声光验电器。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.3,依据配电安规，室外低压配电线路和设备验电宜使用声光验电器。,0.5,,,
427,配电安规,单选题,依据配电安规，高压验电时，人体与被验电的10kV线路、设备的带电部位应保持（    ）的安全距离。,"{""A"": ""0.6"", ""B"": ""0.7"", ""C"": ""1.0"", ""D"": ""1.5""}",B,配电安规6.3.4,,1,,,
428,配电安规,判断题,依据配电安规，高压验电时，使用伸缩式验电器，绝缘棒应拉到位，验电时手应握在绝缘棒处，不应超过护环，应戴绝缘手套。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.4,依据配电安规，高压验电时，使用伸缩式验电器，绝缘棒应拉到位，验电时手应握在手柄处，不应超过护环，应戴绝缘手套。,0.5,,,
429,配电安规,单选题,依据配电安规，高压验电时，使用伸缩式验电器，（    ）应拉到位，验电时手应握在手柄处，不应超过护环，应戴绝缘手套。,"{""A"": ""绝缘棒"", ""B"": ""验电器"", ""C"": ""接地线"", ""D"": ""绝缘绳""}",A,配电安规6.3.4,,1,,,
430,配电安规,单选题,依据配电安规，雨雪天气室外设备宜采用间接验电；若直接验电，应使用（    ），并戴绝缘手套。,"{""A"": ""声光验电器"", ""B"": ""高压声光验电器"", ""C"": ""户外型验电器"", ""D"": ""高压验电棒""}",C,配电安规6.3.5,,1,,,
431,配电安规,判断题,依据配电安规，雨雪天气室外设备宜采用间接验电；若直接验电，应使用户外型验电器，并戴手套。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.5,依据配电安规，雨雪天气室外设备宜采用间接验电；若直接验电，应使用户外型验电器，并戴绝缘手套。,0.5,,,
432,配电安规,判断题,依据配电安规，对同杆（塔）架设的多层电力线路验电，应先验低压、后验高压，先验上层、后验下层，先验近侧、后验远侧。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.6,依据配电安规，对同杆（塔）架设的多层电力线路验电，应先验低压、后验高压，先验下层、后验上层，先验近侧、后验远侧。,0.5,,,
433,配电安规,多选题,依据配电安规，对同杆（塔）架设的多层电力线路验电，应（    ）。,"{""A"": ""先验低压、后验高压"", ""B"": ""先验下层、后验上层"", ""C"": ""先验近侧、后验远侧"", ""D"": ""先验内侧、后验外侧""}",ABC,配电安规6.3.6,,2,,,
434,配电安规,单选题,依据配电安规，作业人员不应越过（    ）的线路对上层、远侧线路进行验电。,"{""A"": ""未停电"", ""B"": ""未经验电、接地"", ""C"": ""未经验电"", ""D"": ""未停电、接地""}",B,配电安规6.3.6,,1,,,
435,配电安规,判断题,依据配电安规，检修联络用的断路器（开关）、隔离开关（刀闸），应在其来电侧验电。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.3.7,依据配电安规，检修联络用的断路器（开关）、隔离开关（刀闸），应在其两侧验电。,0.5,,,
436,配电安规,单选题,依据配电安规，检修联络用的断路器（开关）、隔离开关（刀闸），应在其（    ）验电。,"{""A"": ""来电侧"", ""B"": ""受电侧"", ""C"": ""电源侧"", ""D"": ""两侧""}",D,配电安规6.3.7,,1,,,
437,配电安规,判断题,依据配电安规，低压配电线路和设备停电后，检修或装表接电前，应在与停电检修部位或与表计电气上直接相连的可验电部位验电。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.3.8,,0.5,,,
438,配电安规,多选题,依据配电安规，无法直接验电的设备，应间接验电，即通过设备的（    ）及各种遥测、遥信等信号的变化来判断。,"{""A"": ""机械位置指示"", ""B"": ""电气指示"", ""C"": ""带电显示装置"", ""D"": ""仪表""}",ABCD,配电安规6.3.9,,2,,,
439,配电安规,单选题,依据配电安规，无法直接验电的设备，应（    ），即通过设备的机械位置指示、电气指示、带电显示装置、仪表及各种遥测、遥信等信号的变化来判断。,"{""A"": ""接地"", ""B"": ""拆除"", ""C"": ""间接验电"", ""D"": ""断开电源""}",C,配电安规6.3.9,,1,,,
440,配电安规,简答题,依据配电安规，间接验电的定义是什么？在间接验电时，如何判断设备已无电压？,{},无法直接验电的设备，应间接验电，即通过设备的机械位置指示、电气指示、带电显示装置、仪表及各种遥测、遥信等信号的变化来判断。判断该设备已确无电压，至少应有两个非同样原理或非同源的指示发生对应变化，且所有这些确定的指示均已同时发生对应变化。检查中若发现其他任何信号有异常，均应停止操作，查明原因。若遥控操作，可采用上述的间接方法或其他可靠的方法间接验电。,配电安规6.3.9,,\,,,
441,配电安规,单选题,依据配电安规，当验明确已无电压后，应立即将检修的高压配电线路和设备接地并（    ）短路。,"{""A"": ""单相"", ""B"": ""两项"", ""C"": ""三相"", ""D"": ""中相和边相""}",C,配电安规6.4.1,,1,,,
442,配电安规,判断题,依据配电安规，当验明确已无电压后，应立即将检修的高压配电线路和设备接地并三相短路，工作地段各端和工作地段内有可能反送电的各分支线不必都接地。,"{""A"": ""正确"", ""B"": ""错误""}",B,配电安规6.4.1,依据配电安规，当验明确已无电压后，应立即将检修的高压配电线路和设备接地并三相短路，工作地段各端和工作地段内有可能反送电的各分支线都应接地。,0.5,,,
443,配电安规,单选题,依据配电安规，配合停电的交叉跨越或邻近线路，在线路的交叉跨越或邻近处附近应装设（    ）接地线。,"{""A"": ""一组"", ""B"": ""两组"", ""C"": ""相应"", ""D"": ""三组""}",A,配电安规6.4.2,,1,,,
444,配电安规,判断题,依据配电安规，配合停电的同杆（塔）架设线路装设接地线要求与检修线路相同。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.4.2,,0.5,,,
445,配电安规,单选题,依据配电安规，星形接线电容器的中性点应（    ）。,"{""A"": ""停电"", ""B"": ""验电"", ""C"": ""接地"", ""D"": ""短路""}",C,配电安规6.4.3,,1,,,
446,配电安规,单选题,依据配电安规，电缆作业现场应确认检修电缆（    ）已可靠接地。,"{""A"": ""各相"", ""B"": ""至少有一处"", ""C"": ""单相"", ""D"": ""至少有两处""}",B,配电安规6.4.3,,1,,,
447,配电安规,多选题,依据配电安规，对于因（    ）带电线路、设备导致检修线路或设备可能产生感应电压时，应加装接地线或使用个人保安线。,"{""A"": ""交叉跨越"", ""B"": ""接触"", ""C"": ""平行"", ""D"": ""邻近""}",ACD,配电安规6.4.4,,2,,,
448,配电安规,单选题,依据配电安规，作业人员不应擅自变更工作票中指定的接地线位置，若需变更，应由工作负责人征得（    ）同意，并在工作票上注明变更情况。,"{""A"": ""工作许可人或专责监护"", ""B"": ""工作许可人或小组负责人"", ""C"": ""工作票签发人或专责监护人"", ""D"": ""工作票签发人或工作许可人""}",D,配电安规6.4.5,,1,,,
449,配电安规,判断题,依据配电安规，作业人员不应擅自变更工作票中指定的接地线位置。,"{""A"": ""正确"", ""B"": ""错误""}",A,配电安规6.4.5,,0.5,,,
